gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,0,-0.38159658183809786,1,0,-0.1582593249347472,-0.41144026489993796,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0,-1.2466846635426103,1,1,-0.6646948854707085,-0.9726424225006953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,-0.26389446432188646,0,0,-0.9131224150880716,-0.5653400832880288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0,-0.7631884245747411,1,1,1.0031782373997788,-0.39811772350205044,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.8295205827584317,1,1,1.1346187411944968,-0.5112358410904361,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0,1,0,0,0.22920887396235737,1,1,1.156222102196656,0.64170748012366,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.1145631287986442,1,0,-0.3626603559551803,-0.8911605114549249,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,-0.8295205827584317,1,1,-0.6551366279844181,-0.7749970489838457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.056657087654257,1,0,-1.4658976389141105,-0.9473209340706884,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,1,0,0,-0.5037576729981889,1,0,-0.357674964954682,-0.53993478994628,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,1,0,1.6137012404433893,0,1,-0.5172074769706297,0.574074138700126,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
1,0,0,1,-0.0965540357978854,0,1,-0.6734163949862454,-0.4288008127474009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0,0,-0.7888002190384014,1,1,1.4005062612210766,-0.40387397784570706,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,0.025607055362205634,1,1,-0.12834697893175703,-0.10847995468767015,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.35136996512244845,1,1,0.12756975909382579,0.2635254822876967,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
0,0,0,0,-0.9924020376385531,1,1,-1.5142856770703037,-0.9343302600413098,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,0,-0.3408762181180675,1,1,0.8138919201624348,-0.030677346990082528,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,1,1,0,-0.3408762181180675,0,1,-0.801374763999037,-0.5940238157683625,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,-0.3515348181196617,1,1,0.505198961886672,-0.2058296858063004,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.26992923768238775,1,1,1.1695164781979852,0.6563326938757157,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,1,1,0,1.4100994218432374,1,1,1.3506523512160928,2.098206708490153,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
0,0,1,1,0.6771328748826912,1,0,-0.10009642992893289,0.3284234896158233,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,0.14776814652229667,0,0,-0.801374763999037,-0.3231154445934053,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
0,1,0,0,0.8400143297628127,1,1,1.0631614701873533,1.2912610911991254,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
0,0,1,0,1.6137012404433893,0,0,0.02453834508352634,1.1647077709946851,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,-0.2594354906780068,1,1,-0.43910301796282214,-0.43427148093821505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,-0.9139750187640281,1,1,0.6585277510459066,-0.6411680551629244,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1,0.6364125111626608,1,1,1.3207400052131024,1.2301572569710795,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,1,0,-0.21871512695797646,1,1,1.2127232002023045,0.209436456465614,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,-0.5851984004382496,1,0,-0.24301097194321938,-0.568633738802124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,1,0,0,-1.2774445836787656,1,1,-0.3492333905571263,-0.9818439003482831,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.7728069489945911,1,1,0.49644008160386416,-0.5613650636458097,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.7888002190384014,1,1,0.29873485011093664,-0.5837221946187243,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,1.5322605130033284,1,1,1.6431286232453304,2.401872911372203,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,0,-0.40200825037023147,1,0,-1.4936633319456196,-0.7915841568974741,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,1,1,-1.0738427650786138,1,0,-1.4843733310673135,-0.9615071278279351,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,0.10704778280226633,1,0,0.5937029838369097,0.24798838065075376,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,1.002895784642934,1,1,0.7357874611546272,1.17333289705359,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0,1,0,-0.748079855318371,1,0,0.5712695581381809,-0.48441191963870184,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,0,1,1,-0.7593367222157201,1,1,0.237962773290037,-0.5745716198209924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.1960038562387048,1,1,0.7075369121518029,-0.897756196088205,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,1,-0.38159658183809786,1,0,0.5679459641378485,-0.20686374553860323,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0.02118112702999586,1,0,-0.0018889489697543893,-0.0816508417561228,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,1,-0.5037576729981889,1,1,-1.5076384890696393,-0.8405568306898934,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.9214550572028734,1,1,1.0648232671875193,1.3254086490998527,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,1.6137012404433893,1,1,0.6659919871476498,1.703811238395123,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1,0,0,0,1.369379058123207,1,1,1.3589613362169235,2.013896652743008,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,-1.2774445836787656,1,1,0.17596448726060243,-0.9748722806931036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-1.036932674606982,1,1,0.48428279720491674,-0.7772589292828689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-0.9549400864251082,1,0,0.30923753503558876,-0.7076895829474134,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1.0843365120829946,1,0,-1.3397969920528607,-0.3470496179282175,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,1,1,0,-1.1727192982891415,1,1,1.086728420517764,-0.8652671887387199,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,1.125056875803025,0,1,-0.6750781919864114,0.2180174642326574,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
1,1,0,0,-1.2367242199587352,1,1,1.0083221691818711,-0.9262566126306726,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,-1.1960038562387048,1,1,-0.4740007549663106,-0.9405950574856292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,0,0.6720869414773782,1,1,1.062530155385382,1.0509495028447857,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0.10704778280226633,1,0,-0.3161300399505289,-0.1568997800055621,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,-1.208867377259544,1,1,0.5100003619077041,-0.9133653268439541,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,-1.1552834925186746,1,0,0.19071804510013865,-0.8759838190546015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0.36359055840321686,1,1,0.37076450863636656,0.41966331795885975,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,-0.055833672077855064,1,0,-1.2965902700485417,-0.6724220204060791,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,0,0.8400143297628127,1,0,0.4200460311230638,0.8277543169032047,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0,-0.1779947632379461,1,1,0.8803638001690798,0.08996412210492948,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0,1,1,0,-1.0343359853705638,1,1,0.16906515776554198,-0.7891387629423335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,-0.6666391278783103,1,1,-0.29618847594853537,-0.6273331261237233,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,-1.2544507805925313,1,1,0.701670995872592,-0.9448498183397116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,-1.1145631287986442,1,1,-0.5172074769706297,-0.9100872586634676,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.0155307742680455,1,0,1.0143314552428566,-0.6932174002819488,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,0.6364125111626608,1,0,0.46989994112804756,0.6581415438420333,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,1,0,0,-1.2774445836787656,1,1,0.1657910900976468,-0.9750073251375251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,1.0843365120829946,1,0,-1.5109620830699715,-0.479580966679878,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,0,-1.1960038562387048,1,1,0.9052907551715716,-0.8880722310246266,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.2774445836787656,1,1,0.29139646055372526,-0.9733400052444854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,1.4508197855632678,0,1,-0.3543513709543497,0.6682887509701564,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1,0,0,0,-0.48146499026320055,1,1,0.8008432950754698,-0.2042879004051229,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,0.8400143297628127,0,1,-0.143303151933252,0.3990568748859326,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,0,0,-0.6681323997174622,1,1,-0.535358800564777,-0.6577982878211532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,-0.8295205827584317,0,1,-0.49560411596847015,-0.7335037954881942,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-1.0738427650786138,1,1,0.8421424691652587,-0.775791178237351,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.8295205827584317,1,1,0.830509890164096,-0.5414789301614291,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,-0.3408762181180675,1,1,0.8238627021634315,-0.008993206540201946,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,0,0,1.002895784642934,1,1,0.4981504901308714,0.9522781956820201,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,0,0,-0.7888002190384014,1,1,0.179085466098976,-0.6145829397757772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1.369379058123207,1,1,0.9102761461720702,1.6664209860425823,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0,0,1,0,1.6137012404433893,0,1,-0.3510277769540174,0.7313558491860348,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
1,1,1,0,1.5322605130033284,1,1,1.2692242982079527,2.1272806628268186,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,-1.1552834925186746,1,1,1.0199547481830342,-0.83102727964783,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.2774445836787656,1,1,-0.6467134830106414,-0.985792732107069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,-0.7509075678271553,1,1,0.18716486247477085,-0.5672364022230477,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-0.0965540357978854,1,1,1.1728400721983174,0.3381295138253324,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.2774445836787656,1,0,-0.09012564792793624,-0.9784044336108532,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,1.247217966963116,1,1,0.5164302571326987,1.1544061498450473,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,1.5729808767233588,1,0,0.012905766082363669,1.059728295510472,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,0,0,-1.1552834925186746,1,0,-0.5155456799704636,-0.9138152543257565,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,-0.30015585439803716,1,1,0.8039211381614382,0.005058469417655496,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-1.2367242199587352,1,1,0.358559542116917,-0.9324111143453385,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.1986336788126004,1,1,0.18026487942699673,-0.9184026436825334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,-1.2367242199587352,1,0,0.8504514541660894,-0.9217344877148785,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0.14776814652229667,1,0,-1.5142856770703037,-0.6956723602170395,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,1,0,1.1445768253517943,1,1,1.3660200025267317,1.762209715464915,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1.0436161483629645,1,1,0.12092257109316168,0.7467090147538038,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
1,1,0,0,0.6771328748826912,1,0,0.5513279941361872,0.7858198804889394,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
1,0,1,1,1.6137012404433893,1,1,-1.4943441130683104,-0.38166041789348965,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,0,-0.7888002190384014,1,0,0.9750862291785486,-0.4694778778436163,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,1,-0.5444780367182193,0,1,-1.3098846460498705,-0.7560261834834415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0.10704778280226633,1,1,1.0631614701873533,0.49574211150020164,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,1.6137012404433893,1,0,0.4915033021302069,1.557889988063526,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
0,0,1,1,-0.8702409464784621,1,0,-1.4577845790646555,-0.9165285292752327,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,0,-0.7372392872502544,0,1,-0.48533447671309454,-0.6908428077159978,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.7667215260858739,1,0,0.3518538336465274,-0.56791783335896,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.2300088626824182,1,1,0.5098180204315634,-0.9356299879269154,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.13727439951791576,1,1,0.2073360151017999,-0.08807524470177035,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
0,0,0,0,1.6137012404433893,1,1,1.5949365102405126,2.6086553453266084,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,1,1,-1.2774445836787656,1,0,-1.4905335399571327,-0.996993829337101,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,1.6137012404433893,1,1,0.6626683931473177,1.723002695354834,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,-1.1552834925186746,1,0,-0.467353566965646,-0.9111240385222106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1.002895784642934,1,0,-0.37595473195650925,0.3411516168178386,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1,0,0,-0.30015585439803716,1,1,0.819096104706978,-0.02975344419311054,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-1.2367242199587352,1,1,0.5131066631323666,-0.9258816071498507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,0,0,-1.1357927032705906,0,0,-0.8102744586039273,-0.9322550184102595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.2774445836787656,1,1,0.5131066631323666,-0.9703969636380083,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,-0.806966677888143,1,1,1.135996420994815,-0.4611504925673495,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.036793271900004476,1,1,-0.33313468720733214,-0.27480196215003927,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0,0,0,-1.095556956011474,1,1,0.9537284048764784,-0.7803094805121722,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,1,1,-0.3408762181180675,1,1,0.5014740841312035,-0.18617226665560424,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,-1.2367242199587352,1,1,0.966777244177718,-0.9189770944735407,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,-1.0331224013585834,1,1,-1.479387940066815,-0.9287051778289807,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,1,1,0,1.5729808767233588,1,1,0.5961965131406728,1.5668460013113914,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0,1.0436161483629645,1,1,1.3855500882195813,1.7056642066533023,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,1,1,-0.9109613101984924,1,0,0.18407085709947407,-0.7074740032899653,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1,1,0,0,-0.9516816739185228,1,0,-0.5172074769706297,-0.8081740044636221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,0.3106496014024181,0,0,-0.14828854293375057,0.07445654251564558,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0,1,0,-0.5851984004382496,0,1,-0.7583653864835228,-0.6909159492729571,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,-1.2367242199587352,1,1,0.5114448661322006,-0.9199476968944916,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,0,-1.08851953958441,1,1,0.47111443967772076,-0.801169172377814,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1.5729808767233588,1,1,0.5297246331340278,1.498374412342491,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,-1.2774445836787656,0,0,-1.3132082400502028,-0.9946399650158503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0.8400143297628127,1,1,1.0000131841810405,1.200222995943116,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,1,1,0.880734693482843,1,1,1.3074456292117733,1.4850506882003467,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1,1,1,0,-0.9666436342002709,1,1,1.0114931138782595,-0.6443311532521507,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,1.5322605130033284,1,0,-1.33148800705203,-0.26198955121942863,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,0,-0.5444780367182193,1,0,-0.6601220189849164,-0.6353405960965682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0.10704778280226633,1,1,0.8338334841644282,0.3888876086118787,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0,-0.9880219953527921,1,1,0.3207124397912392,-0.7362322915752959,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,-0.0965540357978854,1,1,0.3319707901142591,-0.07431033764101187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,-1.1145631287986442,1,0,-0.012021188920128179,-0.8659689668020626,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,-1.0331224013585834,1,0,-1.479387940066815,-0.9488010597718505,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,1,1,0,-1.2367242199587352,1,0,0.1774236690988095,-0.9432862732891748,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.015113308357824713,1,1,0.9518210711762233,0.30863643571598326,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,1,0,0.1487863283504664,1,1,0.5246468417522112,0.2706702468043654,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.1824344396421864,1,0,0.8100153001722332,-0.8775616085816337,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-1.2774445836787656,1,0,-0.6451658459834212,-0.9857721883517079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-0.46303730927815856,1,1,-0.1499503399339166,-0.45061730807286565,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
0,1,0,0,0.880734693482843,1,0,0.2438955491054544,0.7086790471692728,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0,-0.62591876415828,1,1,0.8703930181680831,-0.2945047323212841,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,-0.9488972741740352,1,0,0.41388472575854385,-0.7258009783315675,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.1013100264347213,1,1,0.8104310537247822,-0.7830032556229571,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,1.5729808767233588,1,0,1.1778254631988159,2.174707826577829,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1,0,0,0,-1.2774445836787656,1,1,0.15995094860093476,-0.9750848487661746,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-1.1600747945298582,1,1,0.543457678037847,-0.8680723212944274,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0.47353105628253944,1,0,-1.2982520670487077,-0.5158462025899528,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,1,-1.0722753102261289,1,0,-0.4309206029452293,-0.8674859943333286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0.10704778280226633,1,1,0.9900424021800438,0.47897716059286777,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0,0,0.9053854152540733,0,1,-0.5933382103482253,0.12470271681327481,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.2774445836787656,1,0,-1.4744025490663168,-0.9967797021711283,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-1.0486946841095541,1,1,0.9731322887787986,-0.7399411354546092,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
